,cardId,cardName,annualfee,pervSales,Benefits,Detail_summ_name,Details_summary
214,214,NH농협 올바른OIL카드,해외 1만5천원,직전 1개월 합계 30만원 이상,"GS, 농협주유소 최대 150원 할인카페/편의점/대중교통 적립혜택까지!","['주유', '카페/베이커리', '편의점', '대중교통', '오토']","['주유시 L당 100~150원 청구할인\n주유 할인 연계 NH포인트 자동사용', '스타벅스/이디야 10% NH포인트적립', 'CU, GS25 5% NH포인트 적립', '버스,지하철,택시 5% NH포인트적립', '카카오T대리 10% NH포인트적립\n오토 오아시스 차량 경정비 현장 할인']"
215,215,현대카드 대한항공카드 060,"국내 6만원, 해외 6만원, 가족 2만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['항공마일리지', '프리미엄', '바우처', '간편결제']","['1천원당 최대 2 마일리지\n연간 보너스 1천 마일리지', 'MasterCard 플래티넘 서비스', '대한항공 직판 국제선 항공권 할인쿠폰', '대한항공 간편결제/현대카드 앱카드\nApple Pay 이용 가능']"
216,216,신한카드 Deep Once Plus,"국내 2만7천원, 해외 3만원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '관리비', '문화', '카페/베이커리', '렌탈']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '공과금 납부 연간 최대 21만P 적립\n월 최대 6천 포인트 적립', '넷플릭스,멜론 등 연 최대21만P적립\n월 최대 6천 포인트 적립', '카페,편의점,해외 연 최대 9만P적립\n월 최대 3천 포인트 적립', '렌탈비 연간 최대 42만P 적립\n월 최대 7천 포인트 적립']"
217,217,Mile 1.6 대한항공,"해외 4만5천원, 가족 1만원",조건없음,"국내 1,500원당 1.6 마일 적립해외 1,500원당 1.8 마일 적립","['항공마일리지', '카페/베이커리', '영화']","['1,500원당 최대 1.8 마일 적립\nHANA Mile 사용\nHANA Mile 결제 대금 차감', '스타벅스 4천원 청구할인', 'CGV, 롯데시네마 4천원 청구할인']"
218,218,삼성 iD VITA 카드,"국내 2만원, 해외 2만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['쇼핑', '언제나할인', '의료', '금융', '대형마트', '렌탈', '통신']","['온라인쇼핑몰멤버십 10% 결제일할인\n[뷰티] 헬스/뷰티 20% 결제일할인', '해외 1% 결제일할인', '병원, 의원, 약국 20% 결제일할인', '보험 10% 결제일할인', '할인점 10% 결제일할인', '렌탈 10% 결제일할인', '이동통신 10% 결제일할인']"
219,219,원더카드 T,"국내 1만9천9백원, 해외 1만9천9백원, 가족겸용 없음",직전 1개월 합계 40만원 이상,SKT텔레콤 결제 20% 하나머니적립SK주유/쇼핑 10% 하나머니 적립,"['통신', '주유', '쇼핑', '대형마트', '대중교통', '언제나할인']","['SKT 통신요금 20% 하나머니 적립\nT멤버십 바코드결제 20%하나머니적립', 'SK에너지 10% 하나머니 적립', '11번가 10% 하나머니 적립', '대형마트 10% 하나머니 적립', '대중교통 10% 하나머니 적립', '국내가맹점 2~3개월 무이자할부']"
220,220,하나 스카이패스 아멕스 플래티늄,"국내 4만5천원, 해외 4만5천원, 가족 2만원",조건없음,국내 가맹점 1천원 당 1마일 적립해외 가맹점 1천원 당 2마일 적립,"['항공마일리지', '프리미엄']","['이용금액 1,000원당 1 마일 적립', '인천공항 라운지 이용 시 무료']"
221,221,IBK 그린카드 v2,"국내 1만원, 해외 1만2천원",직전 1년 합계 20만원 이상,스마트한 녹색소비생활로 포인트 적립!대중교통 최대 20% 포인트 적립!,"['포인트/캐시백', '대중교통', '카페/베이커리', '쇼핑', '관리비', '영화', '레저']","['국내 전 가맹점 0.2% ~ 1.0%', '버스, 지하철 10%~ 20% 적립', '커피 10% 할인', '온라인업종 5% 적립', '생활요금 5% 적립', '온라인 영화 예매 2,000원 할인', '전국 지자체 공공시설 무료입장 또는']"
222,222,NH올원 쇼핑&TLC카드,"국내 1만3천원, 해외 1만5천원",직전 1개월 합계 30만원 이상,"3년 장기할부 시 최대 72만원 할인카페, 베이커리 10% 청구할인","['렌탈', '레저', '카페/베이커리', '영화']","['TLC 라이트할부 할인서비스\nTLC 렌탈료 자동이체 할인서비스\nTLC 라이트할부 서비스', '전국 주요 놀이공원 할인', '스타벅스, 이디야 10% 청구할인\n베이커리/아이스크림 10% 청구할인', '영화 CGV 1천원 청구할인']"
223,223,원더카드 DAILY,"국내 1만9천9백원, 해외 1만9천9백원, 가족겸용 없음",직전 1개월 합계 40만원 이상,"영상스트리밍 40% 청구할인딜리버리, 편의점, 택시 10% 할인","['대중교통', '편의점', '문화', '쇼핑']","['대중교통 10%할인', '편의점 10% 청구할인', '영상스트리밍 40% 청구할인', '온라인식품 & 쇼핑 10% 할인']"
224,224,디지로카 Pet,"국내 3만원, 해외 3만원",당월 합계 50만원 이상,당월 합계 50만원 이상,"['연회비지원', '반려동물', '납부 혜택']","['신규회원 연회비 100% 캐시백이벤트\n롯데카드 첫 발급 고객 혜택!', '반려동물센터,동물병원 최대 7%캐시백', '국내 가맹점 2~3개월 무이자 할부']"
225,225,kt SUPER 카드,"국내 2만5천원, 해외 2만7천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['통신', '주유']","['kt통신요금 최대 18,000원 할인', 'SK 주유소 1% 청구할인']"
226,226,NH올원 Rental&코웨이카드,"국내 1만원, 해외 1만2천원",직전 1개월 합계 30만원 이상,매월 코웨이 렌탈료1~3만원 청구할인주요 놀이공원 할인,"['렌탈', '레저']","['매월 코웨이 렌탈료1~3만원 청구할인', '전국 주요 놀이공원 할인']"
227,227,현대카드 대한항공카드 300,"국내 30만원, 해외 30만원, 가족 10만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['항공마일리지', '프리미엄', '바우처', '간편결제']","['1천원당 최대 3 마일리지\n연간 보너스 1만 마일리지', '전 세계 공항 라운지 무료 이용\n공항 및 호텔 발레파킹 무료 이용\n메탈 플레이트 제공\nMasterCard World 서비스', '대한항공 직판 국제선 항공권 할인쿠폰', '대한항공 간편결제/현대카드 앱카드\nApple Pay 이용 가능']"
228,228,나무 NH농협카드,"국내 1만5천원, 해외 1만5천원",직전 1개월 합계 40만원 이상,나무증권 계좌로 스마트 캐시백 나무멤버스 월 이용료 캐시백,"['포인트/캐시백', '프리미엄']","['나무증권 스마트 캐시백\n나무멤버스 월 이용료 캐시백', '국제공항 라운지 무료이용']"
229,229,MY S-OIL 삼성카드,"국내 2만원, 해외 2만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['주유', '포인트/캐시백', '카페/베이커리', '하이패스', '오토']","['S-OIL 10% 할인', 'S-OIL 포인트 적립 서비스', '스타벅스 DT 30% 결제일할인', '고속도로 통행료 10% 결제일할인', '주차장·대리운전 10% 할인']"
230,230,NH농협 올바른HOMETOWN카드,"국내 1만2천원, 해외 1만4천원",직전 1개월 합계 40만원 이상,마트/슈퍼마켓/병원/약국 5% 할인홈쇼핑/건강식품/대중교통10%할인까지,"['대형마트', '쇼핑', '의료', '대중교통', '금융']","['하나로마트/하나로클럽 5% 청구할인', '슈퍼마켓 5% 청구할인\n홈쇼핑 10% 청구할인', '병의원/약국 5% 청구할인\n건강식품 10% 청구할인', '대중교통(버스/지하철) 10% 할인', '보이스피싱 보상보험 무료 가입']"
231,231,BC 바로 에어 플러스 아시아나,"국내 1만9천원, 해외 1만9천원",조건없음,조건없음,['항공마일리지'],['아시아나 1천원당 1.3마일 적립!']
232,232,KT DC PLUS BC 바로카드,"국내 1만2천원, 해외 1만2천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['통신', '주유']","['kt통신요금 최대 13,000원 할인', 'SK 주유소 1% 결제일 할인']"
233,233,현대 아멕스 더 플래티넘 카드 Edition2,"국내 100만원, 해외 100만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '포인트/캐시백', '바우처', '프리미엄', '레저', '외식', '대중교통']","['신규 회원 Welcome 이벤트', '최대 5 멤버십 리워즈(MR) 적립\n대상점 이용 금액 1천원당', '85만원 상당 바우처 제공\n국내 트래블·패션/뷰티 영역', '글로벌 라운지 서비스\nThe Centurion® 라운지\nDelta Sky Club® 라운지\nFine Hotels+Resorts™\n5성급 호텔 프리미엄 혜택 제공\nThe Hotel Collection\n객실 업그레이드·호텔 크레딧 제공\n호텔 멤버십 헤택 제공\n메탈 플레이트 제공', '이용 금액 1천원당 5MR 적립\n해외/호텔/여행·항공사/골프/면세점\n전 세계 공항 라운지 무료 이용\n공항·호텔 발레파킹 서비스', 'Be My Guest 할인\n호텔 델리/레스토랑·패밀리 레스토랑', '공항 리무진·철도 티켓 무료 제공']"
234,234,코스트코 리워드 현대카드 Edition2,"국내 2만원, 해외 2만원, 가족 5천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '대형마트', '쇼핑', '포인트/캐시백', '바우처', '편의점', '영화', '대중교통', '카페/베이커리']","['신규회원 Welcome 이벤트', '코스트코 최대 3% 포인트 적립', '국내외 가맹점 1% 포인트 적립', '국내외 가맹점 1% 포인트 적립', '포인트를 코스트코 바우처로 교환', '국내외 가맹점 1% 포인트 적립', '국내외 가맹점 1% 포인트 적립', '국내외 가맹점 1% 포인트 적립', '국내외 가맹점 1% 포인트 적립']"
235,235,현대카드 대한항공카드 120,"국내 12만원, 해외 12만원, 가족 3만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['항공마일리지', '프리미엄', '바우처', '간편결제']","['1천원당 최대 2 마일리지\n연간 보너스 6천 마일리지', '공항 및 호텔 발레파킹 무료 이용\nMasterCard 플래티넘 서비스', '대한항공 직판 국제선 항공권 할인쿠폰', '대한항공 간편결제/현대카드 앱카드\nApple Pay 이용 가능']"
236,236,IBKhi카드,"국내 2천원, 해외 4천원",직전 1개월 합계 20만원 이상,"철도, 고속버스, 택시 5% 할인!대중교통 최대 회당 300원 할인!","['주유', '외식', '레저', '통신', '대중교통', '영화', '금융']","['휘발유, 등유, 경유, LPG 포함!\nGS주유소 리터당 40원 할인!', '패밀리 레스토랑 아웃백, 빕스 등\n10% 결제일 할인 제공!', '레저\n전국 주요 놀이공원 최대 50% 할인', 'SKT, KT, LG U+ 통신3사\n휴대폰 이용 금액 3% 할인!', '지하철, 버스 등 최대 300원 할인\n철도, 고속버스, 택시 5% 할인', '메가박스, CGV 인터넷 통해 예매시\n영화비 2,000원 할인!', '당행 ATM인출 수수료 월10회 면제\n환전 수수료\n대출금리 최고 0.2%p 우대\n1천만원 대중교통 상해보험 무료가입']"
237,237,CLUB Signature SKYPASS,"해외 15만원, 가족 2만원",직전 1개월 합계 50만원 이상,"라운지무료입장·외식,면세점이용권 제공1500원당 대한항공 최대 2마일적립","['프리미엄', 'Priority Pass', '항공마일리지']","['스페셜 서비스(연1회, 2개중 택1)', '전세계 주요 라운지 무료입장!', '1,500원당 최대 2.0마일 적립']"
238,238,KB국민 WE:SH Daily 카드,"국내 1만5천원, 해외 1만5천원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '언제나할인', '쇼핑', '편의점', '카페/베이커리', '외식', '문화']","['온라인신규신청 연회비 100% 캐시백\n홈페이지 내 신용카드 최초 발급 시', '국내 가맹점 0.5% 청구할인', 'G마켓 등 쇼핑 10% 할인\n올리브영 ,다이소몰 10%할인\n오늘의집, 29CM 10%할인', 'GS25, CU 편의점 10% 할인', '스타벅스, 커피빈 10% 할인\n제과,아이스크림 10% 할인', '패스트푸드 업종 10%할인', '인터파크티켓, 티켓링크 10% 할인']"
239,239,예스24 현대카드,"국내 1만원, 해외 1만원",조건없음,조건없음,"['문화', '포인트/캐시백']","['YES24 가맹점 최대 3% 적립', '최대 3% YES포인트 적립']"
240,240,CU·배달의민족 삼성카드 taptap,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['외식', '편의점', '대중교통']","['배달의민족 2,000원 결제일할인\n음식점·주점 1,000원 결제일할인', 'CU 1,500원당 200원 할인', '대중교통 1,000원당 100원 할인']"
241,241,삼성 iD CLASSY 카드,"국내 3만원, 해외 3만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['대형마트', '포인트/캐시백', '쇼핑', '의료', '카페/베이커리', '영화']","['기프트서비스 할인점 결제일 할인', '국내외 가맹점 최대 2% 빅포인트적립', '국내외 가맹점 최대 2% 빅포인트적립', '국내외 가맹점 최대 2% 빅포인트적립', '커피전문점 20% 결제일할인', '영화 5,000원 할인']"
242,242,BC 바로 MACAO 카드,"국내 1만2천원, 해외 1만2천원, 가족겸용 없음",당월 합계 30만원 이상,당월 합계 30만원 이상,"['주유', '쇼핑', '대형마트', '언제나할인']","['모든 주유소 최대 10% 할인', '온라인 쇼핑 최대 10% 할인', '대형&기타 마트 최대 10% 할인', '해외 실적/한도 조건없이 2% 할인']"
243,243,신한카드 핏(Fit),"국내 1만5천원, 해외 1만8천원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['연회비지원', '포인트/캐시백']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '영역별 5회 이용 시 마다 스탬프적립\n모든 영역 스탬프 적립 시 추가포인트\nFlex 영역 10% 적립\nFlex 영역 적립 한도 업그레이드']"
244,244,네이버웹툰 삼성 iD 카드,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['포인트/캐시백', '간편결제', '쇼핑', '카페/베이커리', '외식']","['네이버디지털콘텐츠/네이버플러스멤버십\n50% 네이버페이 포인트 적립\n해외 1% 네이버페이 포인트 적립', '네이버페이로 결제 시\n국내가맹점 1% 네이버페이 포인트적립', '온라인쇼핑몰 5% 네이버페이포인트적립', '커피전문점 5% 네이버페이 포인트적립', '배달앱 5% 네이버페이 포인트 적립']"
245,245,LOCA 환승 카드,"국내 1만원, 해외 1만원, 가족 5천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,['포인트/캐시백'],['최대 5만원 환승 캐시백 혜택!\n띵샵 환승 프로젝트 구매 시']
246,246,ALL 우리카드 Premium,"국내 15만원, 해외 15만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['바우처', '포인트/캐시백', '레저', '프리미엄']","['ALL 리워드 포인트 기프트 제공\nALL 회원 SILVER 등급 제공', 'ALL 리워드 포인트 적립\nALL 리워드 포인트 보너스 제공\n유의사항', '아코르 호텔 프리미엄 서비스 제공', '국내외 공항 라운지 무료이용 서비스\nKAL 리무진 버스 무료이용 서비스\n국내외 여행자 보험 서비스 제공']"
247,247,현대홈쇼핑 현대카드,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['쇼핑', '포인트/캐시백']","['Hmall 현대홈쇼핑 최대 3% 적립', '최대 3% H.Point 적립']"
248,248,"GOLD FOR 롯데백화점, 현대카드","국내 15만원, 해외 15만원, 가족 5만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['쇼핑', '포인트/캐시백', '프리미엄', '바우처', '납부 혜택']","['롯데백화점, 롯데아울렛, 롯데몰\n10% M포인트 적립\n100% M포인트 사용\n연간 보너스 10만 M포인트 적립', '국내외 가맹점 1% M포인트 적립\n최대 50만 M포인트 긴급적립\nM포인트 사용\nL.POINT 서비스', 'THE LOUNGE 서비스 제공\n공항 및 특급호텔 발레파킹 무료 이용\n메탈 플레이트 제공', '롯데백화점 전용 쿠폰\n매달 7% 에누리 쿠폰 3매 제공\n10% 에누리 쿠폰 1매', '롯데백화점 6개월 무이자 할부 서비스']"
249,249,현대백화점 해피포인트카드,"국내전용 없음, 해외겸용 없음, 가족겸용 없음",조건없음,현대백화점카드 혜택+해피포인트 멤버십해피포인트 적립ㆍ사용이 가능한 카드,"['포인트/캐시백', '쇼핑']","['가맹점에서 1천원이상 구매시 5%적립\n해피포인트로 즐기는 다양한 혜택', '3개월 무이자 할부 제공\n5% 할인쿠폰 혜택 제공\n차량 이용시 2시간 무료주차권 제공']"
250,250,IKEA Family with 신한카드,"국내 1만5천원, 해외 1만8천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['쇼핑', '대형마트', '편의점', '영화', '카페/베이커리', '통신']","['IKEA 매장 10% 결제일 할인\nIKEA 푸드 15% 결제일 할인\n백화점 5% 결제일 할인\n프리미엄 아울렛 5% 결제일 할인', '이마트·홈플러스·롯데마트 5% 할인', 'GS25·CU·세븐일레븐 5% 할인', '롯데시네마·CGV 5% 결제일할인', '스타벅스·이디야 5% 할인', '이동통신요금 5% 할인']"
251,251,하나 CLUB H 아메리칸 익스프레스 리저브 카드,"국내전용 없음, 해외 15만원, 가족 2만원",직전 1개월 합계 50만원 이상,스카이패스 1천원당 최대 2마일 적립인천공항 라운지 동반자 포함 무료입장,"['항공마일리지', '프리미엄']","['스카이패스 1천원당 최대 2마일 적립', '인천공항 라운지 동반자 1인포함 무료']"
252,252,인플카 현대카드,"국내 1만원, 해외 1만원",직전 1개월 합계 40만원 이상,직전 1개월 합계 40만원 이상,"['외식', '편의점', '대중교통', '통신']","['배달 앱 10% M포인트 적립', '10% M포인트 적립', '10% M포인트 적립', '통신 요금 자동이체 시\n10% M포인트 적립']"
253,253,NH농협 K-패스카드,"국내 1만3천원, 해외 1만5천원, 가족겸용 없음",조건없음,버스/지하철/택시/철도 10%청구할인배달앱/통신/카페/편의점 청구할인!,"['대중교통', '레저', '쇼핑', '통신', '외식', '주유', '카페/베이커리', '편의점']","['버스/지하철/택시/철도 10%청구할인', '렌터카/카쉐어링 10% 청구할인\n스포츠 5% 청구할인', '오픈마켓 5% 청구할인\nH&B(뷰티) 5% 청구할인', '이동통신요금 5% 청구할인', '배달앱 5% 청구할인', '전기차 충전 10% 청구할인', '커피전문점 10% 청구할인', '편의점 10% 청구할인']"
254,254,NH농협 올바른지구카드,"국내 1만3천원, 해외 1만5천원",직전 1개월 합계 40만원 이상 80만원 이하,이동통신요금 5% 청구할인버스/지하철/택시/철도 7% 청구할인,"['대중교통', '주유', '레저', '통신', '쇼핑', '외식', '뷰티', '카페/베이커리', '편의점']","['버스/지하철/택시/철도 7% 청구할인', '전기차 충전 7% 청구할인', '공유모빌리티 7% 청구할인\n스포츠 매장 5% 청구할인', '이동통신요금 5% 청구할인 (월1건)', '오픈마켓 5% 청구할인', '배달앱 5% 청구할인', 'H&B매장 5% 청구할인', '커피전문점 2,000원 청구할인', '편의점 1,000원 청구할인']"
255,255,기업은행 참! 좋은 다이소카드,"국내 1만원, 해외 1만2천원",직전 1개월 합계 30만원 이상,"다이소매장 30% 할인, 멤버십 적립미용실, 카페, 편의점, 영화 할인!","['쇼핑', '뷰티', '카페/베이커리', '영화', '대형마트', '레저', '주유', '편의점']","['다이소매장 30%할인\n쿠팡, 티몬, 위메프 20% 할인', '미용실 이용시, 20% 청구할인', '스타벅스, 커피빈, 할리스, 투썸 등\n주요 카페 20% 할인!', 'CGV, 롯데시네마\n영화 4,000원 할인!', '대형마트\n농협하나로클럽, 대형마트 5% 할인!', '레저', '휘발유, 등유, 경유, LPG 포함\n전 주유소 리터당 40원 할인!', '주 편의점·올리브영 10%할인']"
256,256,NH농협 Asiana Club (아시아나클럽) 카드,해외 1만5천원,조건없음,영화/커피 2배 면세/항공 3배 적립이용금액 천원당 1마일리지 기본 적립,"['항공마일리지', '영화', '쇼핑', '카페/베이커리', '문화', '레저', '교육']","['이용금액 1천원당 1~3마일리지 적립', 'CGV, 롯데시네마, 메가박스 적립', '국내 면세점/아시아나 기내 면세점', '스타벅스, 커피빈, 탐앤탐스 적립', '국내 서점/서적 적립', '금강산콘도미니엄 현장할인 45~77%\n해외로밍 현장할인\n외화 환전 수수료 현장할인\n보험서비스 무료 가입\n웨딩토탈 서비스 5~10% 현장할인', '전화영어, 화상영어 현장할인']"
257,257,zgm.rounding카드,"국내 2만3천원, 해외 2만5천원",직전 1개월 합계 30만원 이상,"쇼골프 연습장 50% 할인골프 연습장, 스크린골프도 5% 할인","['레저', '카페/베이커리', '프리미엄']","['골프•연습장, 스크린골프 5% 할인\n쇼골프 연습장 일 타석권 50% 할인\n홀인원 축하금 100만원 제공', '커피전문점 10% 청구할인', '국내 국제공항 라운지 연2회 무료이용']"
258,258,I-PET카드,"국내 1만8천원, 해외 1만9천원, 가족겸용 없음",직전 1개월 합계 40만원 이상,동물병원 30% 할인반려동물 사진관 월 최대 1만원 할인,"['반려동물', '쇼핑', '카페/베이커리', '대형마트', '편의점']","['동물병원, 반려동물 관련업종30%할인', '쇼핑', '커피 10% 할인', '이마트,롯데마트,홈플러스 5% 할인', 'GS25,CU,세븐일레븐 5% 할인']"
259,259,NH농협 올바른OIL&PASS 카드,"국내 1만3천원, 해외 1만5천원",직전 1개월 합계 40만원 이상,OIL팩/PASS팩 교통수단 청구할인팩 선택해서 원하는 교통수단 청구할인,"['주유', '오토', '대중교통', '편의점', '카페/베이커리', '레저', '통신', '쇼핑', '외식', '뷰티']","['전국주유소/LPG충전소 5% 청구할인\n[BEST OIL 팩]\n[SMART PASS 팩]', '스피드메이트 엔진오일·와이퍼 무료교환\n[BEST OIL 팩]', '버스/지하철/택시/철도 7% 청구할인\n[SMART PASS 팩]\n[BEST OIL 팩]', '편의점 1,000원 청구할인\n[공통 서비스]', '커피전문점 2,000원 청구할인\n[공통 서비스]', '[SMART PASS 팩]', '[SMART PASS 팩]', '[SMART PASS 팩]', '[SMART PASS 팩]', '[SMART PASS 팩]']"
260,260,IBK DC히어로즈 카드,"국내 1만원, 해외 1만2천원, 가족겸용 없음",직전 1개월 합계 50만원 이상,가장 많이 이용한 영역 1%추가캐시백6대 생활영역 이용금액 1%기본캐시백,"['포인트/캐시백', '외식', '쇼핑', '대형마트', '편의점', '통신', '의료', '대중교통', '주유']","['6대 생활영역 1% 기본캐시백\n이용금액 많은 영역 1% 추가캐시백', '전국 음식점\n주점/커피전문점 1% 캐시백', '쿠팡/11번가/G마켓/위메프\n온라인쇼핑 1% 캐시백', '이마트/홈플러스/롯데마트 1% 캐시백\n대형마트,편의점 1% 캐시백', 'GS25/CU/세븐일레븐 1% 캐시백\n대형마트,편의점 1% 캐시백', 'SKT/KT/LGU+/LG헬로비전\n이동통신 요금 자동이체 1% 캐시백', '종합병원/병의원/한의원/치과\n병원비 1% 캐시백', '버스, 지하철 1% 캐시백\n대중교통,주유 1% 캐시백', '전 주유소 1% 캐시백\n대중교통,주유 1% 캐시백']"
261,261,현대카드 대한항공카드 the First Edition2,"국내 80만원, 해외 80만원, 가족 20만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['항공마일리지', '프리미엄', '바우처', '간편결제']","['1천원당 최대 5 마일리지\n연간 보너스 3만 마일리지', '전 세계 공항 라운지 무료 이용\n공항 및 호텔 발레파킹 무료 이용\n메탈 플레이트 제공\nMasterCard World 서비스', '대한항공 직판 국제선 항공권 할인쿠폰', '대한항공 간편결제/현대카드 앱카드\nApple Pay 이용 가능']"
262,262,현대백화점 현대오일뱅크카드,"국내전용 없음, 해외겸용 없음, 가족겸용 없음",조건없음,현대백화점카드혜택+현대오일뱅크멤버십보너스 포인트 백화점 상품권으로 교환,['쇼핑'],['3개월 무이자 할부 제공\n5% 할인쿠폰 혜택 제공\n차량 이용시 2시간 무료주차권 제공']
263,263,신한카드 YaY,"국내 2만3천원, 해외 2만6천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '포인트/캐시백', '문화', '외식', '쇼핑', '카페/베이커리']","['온라인 신규회원 연회비 100%캐시백\n신규 회원이면 참여 가능!', '연간 최대 81만 포인트 적립', '넷플릭스, 유튜브 프리미엄 30%적립', '배민, 요기요 등 최대 30% 적립', '온라인쇼핑몰 최대 12,500P 적립\n오늘의집, 런드리고 10% 적립\n앱마켓, NC소프트 등 10% 적립', '스타벅스 사이렌오더 10%적립\n와인앤모어 10% 적립']"
264,264,에너지플러스카드 Edition3,"국내 3만원, 해외 3만원, 가족겸용 없음",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['주유', '포인트/캐시백']","['리터당 최대 300 M포인트 적립\n2만원 바로할인 보너스 카드 제공', '어디서든 1% M포인트 적립']"
265,265,신세계 the Mile 하나카드,"국내 3만5천원, 해외 3만5천원, 가족겸용 없음",조건없음,"신세계 백화점, 면세점, 국내외가맹점5,000원당 7~10마일 적립!",['항공마일리지'],['신세계 5천원 결제 시 10마일 적립\n국내/외 가맹점 결제 시 7마일 적립']
266,266,GS리테일 NH농협카드,"국내 1만2천원, 해외 1만4천원",조건없음,GS리테일 이용시 2% GS포인트적립국내외 최대 2% NH포인트적립,"['쇼핑', '포인트/캐시백', '프리미엄']","['GS리테일 이용시 2% POINT적립\nGS리테일 POP 서비스 이용가능', '국내 이용금액 1% NH포인트적립\n국외 이용금액 2% NH포인트적립', '국제공항라운지 무료이용 연 2회 제공']"
267,267,카드의정석 I&U+,"국내 1만2천원, 해외 1만2천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '언제나할인', '주유', '대중교통', '카페/베이커리']","['온라인 신규 연회비 100% 캐시백', 'Simple 할인\n국내가맹점 1.0%~0.7% 청구할인\nTwo-in-One 결제서비스\n할인 제공 시 유의사항\n실적 산정 방법 안내', 'Daily 할인\n주유소 리터당 60~100원 청구할인\n할인 제공 시 유의사항\n실적 산정 방법 안내', 'Daily 할인\n대중교통 10% 청구할인\n할인 제공 시 유의사항\n실적 산정 방법 안내', 'Daily 할인\n스타벅스, 폴바셋 10% 청구할인\n할인 제공 시 유의사항\n실적 산정 방법 안내']"
268,268,L.PAY 신한카드,"국내 1만7천원, 해외 2만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['포인트/캐시백', '간편결제', '대형마트', '쇼핑', '프리미엄', '편의점', '대중교통']","['국내/해외 이용금액 0.1% 적립\n롯데 더드림영역 최대 7% 적립', '롯데 더드림영역에서 최대 7% 적립', '롯데마트, 롯데슈퍼 최대 7% 적립', '롯데백화점, 롯데홈쇼핑 최대7% 적립', '롯데면세점, 롯데호텔 최대 7% 적립', '세븐일레븐 이용금액 최대 7% 적립', '후불교통 및 택시 이용금액 1% 적립']"
269,269,THE iD. TITANIUM (아시아나),"국내 70만원, 해외 70만원",직전 1개월 합계 1백만원 이상,직전 1개월 합계 1백만원 이상,"['바우처', '항공마일리지', '프리미엄']","['기프트 서비스 (택 2)\nFLIGHT\nHOTEL\nGOLF\nSHOPPING', '아시아나 마일리지 적립\n아시아나 마일리지 추가 적립\n연간 아시아나 마일리지 추가 적립', '아시아나항공 50,000원 할인\n아시아나항공기내면세점50,000원할인\n아시아나항공 공항서비스\n국내외 공항 라운지 무료 서비스\n스페셜 플레이트\nVISA 프리미엄 서비스\n국내 특급 호텔 발렛파킹 서비스\n인천/김포공항 발렛파킹 서비스\nDining Privilege 서비스']"
270,270,요기요 삼성카드,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['외식', '카페/베이커리', '편의점', '쇼핑', '문화']","['요기요 최대 10% 결제일할인', '커피전문점 5% 결제일할인', '편의점 5% 결제일할인', '생활잡화 5% 결제일할인', '스트리밍 10% 결제일할인']"
271,271,NH올원 Rental&바디프랜드카드,"국내 1만2천원, 해외 1만4천원",직전 1개월 합계 30만원 이상,"바디프랜드 월 최대 3만원 렌탈할인주요 놀이공원 할인(월1회, 연6회)","['렌탈', '레저']","['바디프랜드 월 최대 3만원 렌탈할인', '전국 주요 놀이공원 할인']"
